Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,166,MID-SIZE_X_AV7_medium,4705,139738500.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,174,MID-SIZE_X_M6_medium,3981,118235700.0
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,160,MID-SIZE_X_AV_medium,4077,121086900.0
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,162,MID-SIZE_X_AV_medium,4263,126611100.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,260,SUV - SMALL_X_AS6_large,3535,138395250.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,272,SUV - STANDARD_X_AS6_large,2235,114320250.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,198,SUV - STANDARD_X_AV6_large,2469,126289350.0
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,195,SUV - STANDARD_X_AV6_large,3087,157900050.0
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,104,MID-SIZE_X_AV_medium,5057,150192900.0
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,111,COMPACT_X_AV_small,5664,160574400.0
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,131,STATION WAGON - MID-SIZE_X_AV_medium,3629,107781300.0
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,212,SUV - SMALL_X_AS6_medium,3901,128147850.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,220,SUV - SMALL_X_AS6_medium,4219,138594150.0
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,169,SUV - SMALL_X_AV6_medium,3932,129166200.0
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,208,SUV - SMALL_X_AS6_medium,3944,129560400.0
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,220,SUV - SMALL_X_AS6_medium,3978,130677300.0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,267,MINIVAN_X_AS6_large,2681,104961150.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,290,MINIVAN_X_AS6_large,2272,88948800.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,261,PICKUP TRUCK - SMALL_X_AS6_large,2757,93048750.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,267,PICKUP TRUCK - SMALL_X_AS6_large,1891,74032650.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,274,PICKUP TRUCK - SMALL_X_AS6_large,2490,84037500.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,279,PICKUP TRUCK - SMALL_X_M5_large,2732,92205000.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,280,PICKUP TRUCK - SMALL_X_AS6_large,2174,85112100.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,292,PICKUP TRUCK - SMALL_X_M6_large,2348,91924200.0
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,300,PICKUP TRUCK - SMALL_X_M6_large,2387,93451050.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,335,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1657,76056300.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,360,PICKUP TRUCK - STANDARD_X_AS6_performance,1435,72969750.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,351,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1389,63755100.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,380,PICKUP TRUCK - STANDARD_X_AS6_performance,1200,61020000.0
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,244,SUV - SMALL_X_AS6_large,3821,128958750.0
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,256,SUV - SMALL_X_AS6_large,3351,131191650.0
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,241,SUV - SMALL_X_AS6_large,3549,119778750.0
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,263,SUV - SMALL_X_AS6_large,3304,129351600.0
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,151,COMPACT_X_AS6_small,5159,146257650.0
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,157,COMPACT_X_M6_small,4410,125023500.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,170,COMPACT_X_A4_small,5087,144216450.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,165,COMPACT_X_M5_small,4762,135002700.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,196,COMPACT_X_AS6_medium,4590,136323000.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,196,COMPACT_X_M5_medium,4783,142055100.0
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,196,SUBCOMPACT_X_AS6_medium,3580,106326000.0
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,203,COMPACT_X_AS6_medium,4239,125898300.0
VOLKSWAGEN,CC,COMPACT,2.0,4,AM6,Z,217,COMPACT_Z_AM6_medium,3827,130500700.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,189,COMPACT_X_AS6_medium,4354,129313800.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,187,COMPACT_X_M5_medium,5003,148589100.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,198,COMPACT_X_AM6_medium,4207,128734200.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,X,193,COMPACT_X_M6_medium,4330,132498000.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM6,Z,216,COMPACT_Z_AM6_medium,3959,135001900.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,220,COMPACT_Z_M6_medium,3572,121805200.0
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,192,STATION WAGON - SMALL_X_M5_medium,3481,103385700.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS6,X,173,COMPACT_X_AS6_small,4870,135873000.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4,M5,X,168,COMPACT_X_M5_small,4755,132664500.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,186,COMPACT_X_AS6_medium,4556,135313200.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,189,COMPACT_X_M5_medium,4418,131214600.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AM6,X,201,COMPACT_X_AM6_medium,4013,122797800.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,X,207,COMPACT_X_M6_medium,4415,135099000.0
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,124,COMPACT_Z_AM7_small,5279,165760600.0
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,187,MID-SIZE_X_AS6_medium,4193,124532100.0
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M6,X,189,MID-SIZE_X_M6_medium,4228,125571600.0
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,243,MID-SIZE_X_AM6_xlarge,3436,136065600.0
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Z,251,SUV - SMALL_Z_AS6_medium,3132,106801200.0
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,259,SUV - SMALL_Z_M6_medium,3807,129818700.0
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS6,Z,248,SUV - SMALL_Z_AS6_medium,3525,120202500.0
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,X,292,SUV - STANDARD_X_AS8_xlarge,2853,147214800.0
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6,AS8,D,270,SUV - STANDARD_D_AS8_large,2478,127369200.0
VOLVO,S60 CC T5 AWD,COMPACT,2.5,5,AS6,X,239,COMPACT_X_AS6_medium,4332,146205000.0
VOLVO,S60 INSCRIPTION,COMPACT,2.0,4,AS8,X,193,COMPACT_X_AS8_medium,4663,142687800.0
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5,AS6,X,233,COMPACT_X_AS6_medium,4073,137463750.0
VOLVO,S60 T5,COMPACT,2.0,4,AS8,X,193,COMPACT_X_AS8_medium,4527,138526200.0
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,233,COMPACT_X_AS6_medium,3873,130713750.0
VOLVO,S60 T6,COMPACT,2.0,4,AS8,Z,218,COMPACT_Z_AS8_medium,4191,142913100.0
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,231,COMPACT_Z_AS8_medium,3811,129955100.0
VOLVO,S60 3.0T AWD,COMPACT,3.0,6,AS6,X,259,COMPACT_X_AS6_large,3043,112286700.0
VOLVO,S60 POLESTAR,COMPACT,3.0,6,AS6,X,259,COMPACT_X_AS6_large,3256,120146400.0
VOLVO,S80 T5,MID-SIZE,2.0,4,AS8,X,193,MID-SIZE_X_AS8_medium,4050,123930000.0
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,239,STATION WAGON - SMALL_X_AS6_medium,3147,106211250.0
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,X,193,STATION WAGON - SMALL_X_AS8_medium,3524,107834400.0
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,233,STATION WAGON - SMALL_X_AS6_medium,3420,115425000.0
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,231,STATION WAGON - SMALL_Z_AS8_medium,2501,85284100.0
VOLVO,V60 3.0T AWD,STATION WAGON - SMALL,3.0,6,AS6,X,259,STATION WAGON - SMALL_X_AS6_large,2835,104611500.0
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,3.0,6,AS6,X,259,STATION WAGON - SMALL_X_AS6_large,2344,86493600.0
VOLVO,XC60 T5,SUV - SMALL,2.0,4,AS8,X,213,SUV - SMALL_X_AS8_medium,4289,131243400.0
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,254,SUV - SMALL_X_AS6_medium,3554,119947500.0
VOLVO,XC60 T6,SUV - SMALL,2.0,4,AS8,Z,226,SUV - SMALL_Z_AS8_medium,3766,128420600.0
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,247,SUV - SMALL_Z_AS8_medium,3267,111404700.0
VOLVO,XC60 3.0T AWD,SUV - SMALL,3.0,6,AS6,X,276,SUV - SMALL_X_AS6_large,3551,131031900.0
VOLVO,XC70 T5,SUV - SMALL,2.0,4,AS8,X,213,SUV - SMALL_X_AS8_medium,4359,133385400.0
VOLVO,XC70 T5 AWD,SUV - SMALL,2.5,5,AS6,X,254,SUV - SMALL_X_AS6_medium,3724,125685000.0
VOLVO,XC90 T5,SUV - STANDARD,2.0,4,AS8,Z,232,SUV - STANDARD_Z_AS8_medium,2950,135995000.0
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,239,SUV - STANDARD_Z_AS8_medium,3078,141895800.0
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,247,SUV - STANDARD_Z_AS8_medium,2700,124470000.0
ACURA,ILX,COMPACT,2.4,4,AM8,Z,192,COMPACT_Z_AM8_medium,4255,152754500.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,259,SUV - SMALL_Z_AS9_large,3434,146460100.0
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,251,SUV - SMALL_Z_AS9_large,3357,143176050.0
ACURA,MDX HYBRID AWD,SUV - SMALL,3.0,6,AM7,Z,210,SUV - SMALL_Z_AM7_large,3349,135299600.0
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,261,TWO-SEATER_Z_AM9_large,1527,83450550.0
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,250,SUV - SMALL_Z_AS6_large,2775,118353750.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,190,MID-SIZE_Z_AM7_large,3592,153198800.0
ACURA,TLX,COMPACT,2.4,4,AM8,Z,197,COMPACT_Z_AM8_medium,4109,147513100.0
ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,197,TWO-SEATER_Z_AM6_medium,1419,64138800.0
ALFA ROMEO,GIULIA,MID-SIZE,2.0,4,A8,Z,205,MID-SIZE_Z_A8_medium,3381,115292100.0
ALFA ROMEO,GIULIA AWD,MID-SIZE,2.0,4,A8,Z,217,MID-SIZE_Z_A8_medium,3504,119486400.0
ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,280,MID-SIZE_Z_A8_large,2754,110022300.0
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,322,MINICOMPACT_Z_A8_performance,711,48134700.0
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,331,SUBCOMPACT_Z_A8_performance,1662,98556600.0
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,345,MINICOMPACT_Z_A8_performance,895,63813500.0
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,388,TWO-SEATER_Z_AM7_performance,540,38502000.0
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,M7,Z,450,TWO-SEATER_Z_M7_performance,150,10695000.0
AUDI,A3,SUBCOMPACT,2.0,4,AM7,X,188,SUBCOMPACT_X_AM7_medium,4214,128948400.0
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,X,205,SUBCOMPACT_X_AM6_medium,4223,129223800.0
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,223,SUBCOMPACT_X_AM6_medium,3537,108232200.0
AUDI,A4 ULTRA,COMPACT,2.0,4,AM7,Z,177,COMPACT_Z_AM7_medium,4100,139810000.0
AUDI,A4 QUATTRO,COMPACT,2.0,4,AM7,Z,205,COMPACT_Z_AM7_medium,4128,140764800.0
AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,204,COMPACT_Z_M6_medium,3925,133842500.0
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AM7,Z,217,STATION WAGON - SMALL_Z_AM7_medium,3052,104073200.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,226,SUBCOMPACT_Z_AS8_medium,3527,120270700.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,M6,Z,210,SUBCOMPACT_Z_M6_medium,2989,101924900.0
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,231,SUBCOMPACT_Z_AS8_medium,3633,123885300.0
AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,220,MID-SIZE_Z_AS8_medium,3568,121668800.0
AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,238,MID-SIZE_Z_AS8_large,3048,123139200.0
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,238,MID-SIZE_Z_AS8_large,3129,126411600.0
AUDI,A8,MID-SIZE,3.0,6,AS8,Z,246,MID-SIZE_Z_AS8_large,3077,124310800.0
AUDI,A8,MID-SIZE,4.0,8,AS8,Z,249,MID-SIZE_Z_AS8_xlarge,2377,111005900.0
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,255,FULL-SIZE_Z_AS8_xlarge,2507,147160900.0
AUDI,Q3,COMPACT,2.0,4,AS6,Z,243,COMPACT_Z_AS6_medium,3680,125488000.0
AUDI,Q3 QUATTRO,COMPACT,2.0,4,AS6,Z,241,COMPACT_Z_AS6_medium,3798,129511800.0
AUDI,Q5,SUV - SMALL,2.0,4,AS8,Z,246,SUV - SMALL_Z_AS8_medium,3729,127158900.0
AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,267,SUV - SMALL_Z_AS8_large,2794,112877600.0
AUDI,Q7,SUV - STANDARD,2.0,4,AS8,Z,253,SUV - STANDARD_Z_AS8_medium,2954,136179400.0
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,260,SUV - STANDARD_Z_AS8_large,2501,131052400.0
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,330,TWO-SEATER_Z_AM7_performance,1144,75389600.0
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,330,TWO-SEATER_Z_AM7_performance,400,26360000.0
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,309,MID-SIZE_Z_AS8_xlarge,2299,107363300.0
AUDI,S3,SUBCOMPACT,2.0,4,AM6,Z,232,SUBCOMPACT_Z_AM6_medium,3145,107244500.0
AUDI,S5,SUBCOMPACT,3.0,6,AM7,Z,259,SUBCOMPACT_Z_AM7_large,2954,119341600.0
AUDI,S5,SUBCOMPACT,3.0,6,M6,Z,273,SUBCOMPACT_Z_M6_large,2855,115342000.0
AUDI,S5 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,266,SUBCOMPACT_Z_AM7_large,2615,105646000.0
AUDI,S6,MID-SIZE,4.0,8,AM7,Z,263,MID-SIZE_Z_AM7_xlarge,2518,117590600.0
AUDI,S7,MID-SIZE,4.0,8,AM7,Z,265,MID-SIZE_Z_AM7_xlarge,2652,123848400.0
AUDI,S8,MID-SIZE,4.0,8,AS8,Z,312,MID-SIZE_Z_AS8_xlarge,2075,96902500.0
AUDI,SQ5,SUV - SMALL,3.0,6,AS8,Z,285,SUV - SMALL_Z_AS8_large,3107,125522800.0
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Z,370,SUV - STANDARD_Z_AS8_performance,1051,74936300.0
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8,AS8,Z,321,MID-SIZE_Z_AS8_xlarge,1500,70050000.0
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,375,MID-SIZE_Z_AS8_performance,1190,70567000.0
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,407,MID-SIZE_Z_AS8_performance,760,45068000.0
BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,430,MID-SIZE_Z_AS8_performance,426,25261800.0
BMW,230i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,207,SUBCOMPACT_Z_AS8_medium,3180,108438000.0
BMW,230i COUPE,SUBCOMPACT,2.0,4,AS8,Z,197,SUBCOMPACT_Z_AS8_medium,3594,122555400.0
BMW,230i COUPE,SUBCOMPACT,2.0,4,M6,Z,219,SUBCOMPACT_Z_M6_medium,3729,127158900.0
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,213,SUBCOMPACT_Z_AS8_medium,3521,120066100.0
BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,210,SUBCOMPACT_Z_AS8_medium,3314,113007400.0
BMW,320i,COMPACT,2.0,4,AS8,Z,200,COMPACT_Z_AS8_medium,4163,141958300.0
BMW,320i,COMPACT,2.0,4,M6,Z,202,COMPACT_Z_M6_medium,3917,133569700.0
BMW,320i xDRIVE,COMPACT,2.0,4,AS8,Z,206,COMPACT_Z_AS8_medium,3823,130364300.0
BMW,328d xDRIVE,COMPACT,2.0,4,AS8,D,189,COMPACT_D_AS8_medium,4128,136636800.0
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,D,189,STATION WAGON - SMALL_D_AS8_medium,3059,101252900.0
BMW,330i xDRIVE,COMPACT,2.0,4,AS8,Z,213,COMPACT_Z_AS8_medium,3837,130841700.0
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,213,FULL-SIZE_Z_AS8_medium,2827,130324700.0
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,213,STATION WAGON - SMALL_Z_AS8_medium,3091,105403100.0
BMW,340i,COMPACT,3.0,6,AS8,Z,224,COMPACT_Z_AS8_large,3458,139703200.0
BMW,340i,COMPACT,3.0,6,M6,Z,242,COMPACT_Z_M6_large,3166,127906400.0
BMW,340i xDRIVE,COMPACT,3.0,6,AS8,Z,228,COMPACT_Z_AS8_large,3678,148591200.0
BMW,340i xDRIVE,COMPACT,3.0,6,M6,Z,246,COMPACT_Z_M6_large,3038,122735200.0
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,238,FULL-SIZE_Z_AS8_large,2629,137759600.0
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,211,SUBCOMPACT_Z_AS8_medium,3208,109392800.0
BMW,430i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,213,COMPACT_Z_AS8_medium,3747,127772700.0
BMW,430i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,213,COMPACT_Z_AS8_medium,3568,121668800.0
BMW,440i COUPE,COMPACT,3.0,6,AS8,Z,224,COMPACT_Z_AS8_large,3436,138814400.0
BMW,440i COUPE,COMPACT,3.0,6,M6,Z,242,COMPACT_Z_M6_large,3646,147298400.0
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,238,SUBCOMPACT_Z_AS8_large,3137,126734800.0
BMW,440i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,228,COMPACT_Z_AS8_large,3771,152348400.0
BMW,440i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,246,COMPACT_Z_M6_large,3498,141319200.0
BMW,440i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,228,COMPACT_Z_AS8_large,3250,131300000.0
BMW,530i xDRIVE,MID-SIZE,2.0,4,AS8,Z,213,MID-SIZE_Z_AS8_medium,3524,120168400.0
BMW,540i xDRIVE,MID-SIZE,3.0,6,AS8,Z,228,MID-SIZE_Z_AS8_large,3037,122694800.0
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,249,SUBCOMPACT_Z_AS8_large,3256,131542400.0
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,249,COMPACT_Z_AS8_large,3042,122896800.0
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,292,SUBCOMPACT_Z_AS8_xlarge,2503,121395500.0
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,273,COMPACT_Z_AS8_xlarge,2996,145306000.0
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,292,COMPACT_Z_AS8_xlarge,3063,148555500.0
BMW,740Li xDRIVE,FULL-SIZE,3.0,6,AS8,Z,238,FULL-SIZE_Z_AS8_large,2333,122249200.0
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,273,FULL-SIZE_Z_AS8_xlarge,2142,129591000.0
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,292,FULL-SIZE_Z_AS8_xlarge,2416,146168000.0
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,292,COMPACT_Z_AS8_xlarge,2451,118873500.0
BMW,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8,AS8,Z,292,FULL-SIZE_Z_AS8_xlarge,1462,88451000.0
BMW,M2,SUBCOMPACT,3.0,6,AM7,Z,245,SUBCOMPACT_Z_AM7_large,2484,100353600.0
BMW,M2,SUBCOMPACT,3.0,6,M6,Z,267,SUBCOMPACT_Z_M6_large,2962,119664800.0
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,224,SUBCOMPACT_Z_AS8_large,2646,106898400.0
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,242,SUBCOMPACT_Z_M6_large,2884,116513600.0
BMW,M240i COUPE,SUBCOMPACT,3.0,6,AS8,Z,224,SUBCOMPACT_Z_AS8_large,3226,130330400.0
BMW,M240i COUPE,SUBCOMPACT,3.0,6,M6,Z,250,SUBCOMPACT_Z_M6_large,2962,119664800.0
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,228,SUBCOMPACT_Z_AS8_large,3192,128956800.0
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,228,SUBCOMPACT_Z_AS8_large,3141,126896400.0
BMW,M3,COMPACT,3.0,6,AM7,Z,284,COMPACT_Z_AM7_large,3351,135380400.0
BMW,M3,COMPACT,3.0,6,M6,Z,273,COMPACT_Z_M6_large,2891,116796400.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,283,SUBCOMPACT_Z_AM7_large,2491,100636400.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,273,SUBCOMPACT_Z_M6_large,2544,102777600.0
BMW,M4 COUPE,COMPACT,3.0,6,AM7,Z,284,COMPACT_Z_AM7_large,3239,130855600.0
BMW,M4 COUPE,COMPACT,3.0,6,M6,Z,273,COMPACT_Z_M6_large,3354,135501600.0
BMW,M6,COMPACT,4.4,8,AM7,Z,343,COMPACT_Z_AM7_xlarge,2268,109998000.0
BMW,M6,COMPACT,4.4,8,M6,Z,324,COMPACT_Z_M6_xlarge,2619,127021500.0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,343,SUBCOMPACT_Z_AM7_xlarge,1591,77163500.0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,324,SUBCOMPACT_Z_M6_xlarge,2449,118776500.0
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,343,COMPACT_Z_AM7_xlarge,2536,122996000.0
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,324,COMPACT_Z_M6_xlarge,2507,121589500.0
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,355,FULL-SIZE_Z_AS8_performance,1478,109372000.0
BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,213,SUV - SMALL_Z_AS8_medium,3357,114473700.0
BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4,AS8,D,211,SUV - SMALL_D_AS8_medium,3904,129222400.0
BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,233,SUV - SMALL_Z_AS8_medium,3418,116553800.0
BMW,X3 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,260,SUV - SMALL_Z_AS8_large,3289,132875600.0
BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Z,260,SUV - SMALL_Z_AS8_large,2846,114978400.0
BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,240,SUV - SMALL_Z_AS8_medium,3732,127261200.0
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,341,SUV - STANDARD_Z_AS8_xlarge,2063,124811500.0
